STATION,STATION_NAME,DATE,EMXT,EMNT
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20090101,55.0,7.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20090201,72.0,16.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20090301,79.0,15.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20090401,93.9,37.9
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20090501,95.0,46.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20090601,100.0,55.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20090701,96.1,59.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20090801,100.0,59.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20090901,89.1,50.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20091001,86.0,37.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20091101,75.9,28.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20091201,64.0,18.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20100101,66.0,10.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20100201,50.0,10.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20100301,77.0,30.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20100401,91.9,37.9
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20100501,91.9,41.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20100601,97.0,59.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20100701,100.9,57.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20100801,98.1,61.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20100901,96.1,48.9
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20101001,86.0,37.9
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20101101,68.0,26.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20101201,66.0,17.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20110101,53.1,10.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20110201,78.1,14.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20110301,82.0,26.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20110401,87.1,35.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20110501,93.9,44.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20110601,102.0,55.9
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20110701,106.0,62.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20110801,100.0,57.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20110901,91.0,55.9
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20111001,87.1,30.9
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20111101,75.0,28.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20111201,64.9,23.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20120101,68.0,15.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20120201,71.1,21.9
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20120301,87.1,25.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20120401,89.1,37.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20120501,93.0,48.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20120601,102.9,51.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20120701,104.0,64.9
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20120801,97.0,62.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20120901,96.1,48.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20121001,84.9,34.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20121101,72.0,27.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20121201,72.0,24.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20130101,72.0,15.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20130201,60.1,17.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20130301,64.0,27.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20130401,93.0,27.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20130501,93.0,35.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20130601,93.9,55.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20130701,97.0,62.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20130801,93.0,55.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20130901,93.9,45.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20131001,91.0,32.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20131101,75.0,23.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20131201,71.1,21.9
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20140101,59.0,5.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20140201,70.0,12.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20140301,72.0,7.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20140401,86.0,32.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20140501,93.0,44.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20140601,95.0,55.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20140701,97.0,55.9
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20140801,91.9,57.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20140901,98.1,48.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20141001,82.0,39.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20141101,73.0,21.9
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20141201,70.0,24.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20150101,66.0,10.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20150201,66.9,3.9
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20150301,75.9,12.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20150401,82.0,34.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20150501,91.9,48.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20150601,95.0,57.9
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20150701,97.0,63.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20150801,95.0,59.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20150901,95.0,54.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20151001,80.1,33.1
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20151101,79.0,28.9
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20151201,75.0,27.0
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20160101,70.0,10.9
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20160201,66.9,12.9
GHCND:USC00186350,NATIONAL ARBORETUM DC DC US,20160301,82.9,26.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19800101,57.0,12.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19800201,60.1,10.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19800301,72.0,10.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19800401,80.1,30.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19800501,89.1,39.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19800601,95.0,46.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19800701,102.0,55.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19800801,98.1,55.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19800901,99.0,43.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19801001,82.0,30.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19801101,72.0,23.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19801201,73.0,5.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19810101,55.0,1.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19810201,73.0,10.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19810301,79.0,19.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19810401,86.0,30.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19810501,91.0,36.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19810601,95.0,52.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19810701,96.1,53.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19810801,91.9,48.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19810901,91.0,41.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19811001,84.9,27.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19811101,73.9,21.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19811201,66.0,9.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19820101,55.0,-7.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19820201,68.0,15.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19820301,69.1,21.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19820401,82.0,19.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19820501,87.1,41.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19820601,90.0,54.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19820701,96.1,55.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19820801,91.0,43.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19820901,89.1,44.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19821001,82.9,28.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19821101,84.9,21.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19821201,75.9,10.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19830101,59.0,12.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19830201,63.0,3.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19830301,80.1,21.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19830401,89.1,30.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19830501,84.0,36.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19830601,93.9,46.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19830701,97.0,48.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19830801,102.9,52.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19830901,99.0,36.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19831001,86.0,30.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19831101,73.0,24.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19831201,61.0,-0.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19840101,63.0,-2.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19840201,69.1,12.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19840301,68.0,1.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19840401,81.0,28.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19840501,91.0,34.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19840601,97.0,48.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19840701,96.1,53.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19840801,98.1,51.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19840901,99.0,37.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19841001,84.9,35.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19841201,77.0,17.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19850101,64.9,-11.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19850201,81.0,10.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19850301,84.9,21.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19850401,93.9,21.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19850501,88.0,39.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19850601,91.9,48.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19850701,93.9,55.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19850801,99.0,57.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19850901,98.1,43.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19851001,84.9,30.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19851101,80.1,27.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19851201,64.0,5.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19860101,69.1,9.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19860201,66.9,10.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19860301,84.9,10.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19860401,82.9,23.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19860501,91.0,28.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19860601,97.0,44.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19860701,98.1,53.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19860801,96.1,41.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19860901,91.9,41.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19861001,90.0,32.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19861101,75.9,17.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19861201,62.1,12.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19870101,63.0,1.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19870201,60.1,16.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19870301,78.1,21.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19870401,86.0,25.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19870501,96.1,37.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19870601,95.0,50.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19870701,100.0,55.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19870801,99.0,52.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19870901,88.0,44.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19871001,79.0,28.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19871101,78.1,15.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19871201,66.9,10.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19880101,64.9,0.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19880201,72.0,5.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19880301,79.0,12.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19880401,79.0,28.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19880501,91.0,35.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19880601,100.0,41.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19880701,102.9,44.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19880801,102.0,51.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19880901,91.0,42.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19881001,81.0,21.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19881101,68.0,24.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19881201,69.1,7.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19890101,61.0,10.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19890201,73.0,10.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19890301,87.1,7.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19890401,81.0,21.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19890501,89.1,34.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19890601,93.9,51.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19890701,95.0,52.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19890801,93.9,46.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19890901,95.0,33.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19891001,86.0,30.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19891101,77.0,12.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19891201,55.0,-2.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19900101,71.1,14.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19900201,73.0,5.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19900301,89.1,14.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19900401,91.9,19.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19900501,86.0,35.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19900601,96.1,39.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19900701,99.0,54.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19900801,91.9,53.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19900901,91.0,37.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19901001,86.0,21.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19901101,81.0,21.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19901201,70.0,8.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19910101,59.0,6.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19910201,73.9,12.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19910301,79.0,12.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19910401,89.1,19.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19910501,97.0,39.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19910601,99.0,45.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19910701,100.9,54.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19910801,98.1,52.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19910901,97.0,36.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19911001,84.9,25.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19911101,75.9,10.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19911201,71.1,10.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19920101,64.0,1.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19920201,66.0,6.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19920301,69.1,10.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19920401,89.1,18.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19920501,90.0,23.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19920601,91.0,30.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19920701,98.1,46.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19920801,95.0,37.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19920901,88.0,34.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19921001,82.9,16.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19921101,72.0,8.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19921201,75.9,3.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19930101,69.1,7.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19930201,61.0,6.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19930301,69.1,14.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19930401,82.9,21.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19930501,91.9,32.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19930601,96.1,44.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19930701,99.0,52.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19930801,97.0,53.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19930901,97.0,34.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19931001,82.9,23.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19931101,84.0,14.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19931201,62.1,8.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19940101,60.1,-8.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19940201,69.1,12.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19940301,84.0,12.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19940401,89.1,30.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19940501,90.0,18.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19940601,100.0,46.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19940701,96.1,51.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19940801,93.0,41.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19940901,89.1,37.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19941001,82.9,32.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19941101,81.0,25.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19941201,69.1,19.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19950101,73.0,10.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19950201,62.1,3.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19950301,79.0,19.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19950401,90.0,26.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19950501,90.0,34.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19950701,100.0,55.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19950801,99.0,52.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19950901,93.9,46.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19951001,86.0,34.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19951101,73.9,21.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19951201,66.9,3.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19960101,63.0,6.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19960201,71.1,3.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19960301,73.0,12.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19960401,90.0,30.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19960501,98.1,35.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19960601,93.9,48.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19960701,93.0,42.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19960801,91.9,48.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19960901,91.0,46.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19961001,82.9,25.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19961101,73.0,19.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19961201,64.0,12.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19970101,73.9,3.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19970201,75.9,21.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19970301,79.0,24.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19970401,78.1,26.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19970501,93.9,36.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19970601,102.9,46.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19970701,100.0,54.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19970801,105.1,50.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19970901,90.0,48.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19971001,90.0,27.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19971101,64.9,21.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19971201,62.1,14.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19980101,70.0,16.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19980201,62.1,23.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19980301,91.0,19.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19980401,82.0,30.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19980501,91.9,43.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19980601,98.1,46.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19980701,98.1,59.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19980801,97.0,51.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19980901,96.1,46.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19981001,84.0,33.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19981101,75.0,27.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19981201,82.0,18.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990101,72.0,9.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990201,75.0,19.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990301,77.0,16.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990401,87.1,35.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990501,98.1,39.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990601,97.0,52.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990701,102.0,57.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990801,102.0,55.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990901,90.0,42.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991001,81.0,33.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991101,78.1,25.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991201,70.0,18.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000101,73.0,10.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000201,81.0,19.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000301,86.0,19.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000401,82.9,17.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000501,95.0,43.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000601,99.0,52.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000801,93.9,57.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000901,91.0,39.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20001001,88.0,33.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20001101,77.0,17.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20001201,60.1,10.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20010101,55.9,12.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20010201,71.1,19.0
